id,Grouper,List_A,Meaning,created_at,updated_at,,,,,,,,,,,,,,,,,,,,
,H SPEED,1,Ahead,NULL,NULL,,,,,,,,,,,,,,,,,,,,
,H SPEED,2,Astern,NULL,NULL,,,,,,,,,,,,,,,,,,,,
,P SPEED,1,Maximum,,,,,,,,,,,,,,,,,,,,,,
,P SPEED,2,Optimum,,,,,,,,,,,,,,,,,,,,,,
,SCREEN P,1,Left,,,,,,,,,,,,,,,,,,,,,,
,SCREEN P,2,Right,,,,,,,,,,,,,,,,,,,,,,
,SCREEN P,3,Both,,,,,,,,,,,,,,,,,,,,,,
,SCREEN Q,1,Inner,,,,,,,,,,,,,,,,,,,,,,
,SCREEN Q,2,Outer,,,,,,,,,,,,,,,,,,,,,,
,SCREEN Q,3,Inner and Outer,,,,,,,,,,,,,,,,,,,,,,
,FLAG 1N,1,Good,,,,,,,,,,,,,,,,,,,,,,
,FLAG 1N,2,Weak,,,,,,,,,,,,,,,,,,,,,,
,FLAG 1N,3,Fading,,,,,,,,,,,,,,,,,,,,,,
,FLAG 1N,4,Garbled,,,,,,,,,,,,,,,,,,,,,,
,FLAG 1N,5,Intermittent,,,,,,,,,,,,,,,,,,,,,,
,FLAG 1N,6,No,,,,,,,,,,,,,,,,,,,,,,
,AK64,1,Indicate her position,,,,,,,,,,,,,,,,,,,,,,
,AK64,2,Remain at safe depth,,,,,,,,,,,,,,,,,,,,,,
,AK64,3,Surface,,,,,,,,,,,,,,,,,,,,,,
,AP13,1,Heavily,,,,,,,,,,,,,,,,,,,,,,
,AP13,2,Lightly,,,,,,,,,,,,,,,,,,,,,,
,AP13,3,Moderately,,,,,,,,,,,,,,,,,,,,,,
,KS8,1,Propeller,,,,,,,,,,,,,,,,,,,,,,
,KS8,2,Sonar dome,,,,,,,,,,,,,,,,,,,,,,
,KS8,3,Aerial,,,,,,,,,,,,,,,,,,,,,,
,KS8,4,Log,,,,,,,,,,,,,,,,,,,,,,
,KS8,5,Stabilizing fin,,,,,,,,,,,,,,,,,,,,,,
,KS8,6,Rudder,,,,,,,,,,,,,,,,,,,,,,
,MU8,1,Aircraft,,,,,,,,,,,,,,,,,,,,,,
,MU8,2,Submarines,,,,,,,,,,,,,,,,,,,,,,
,MU8,3,Surface craft,,,,,,,,,,,,,,,,,,,,,,
,MU12,1,Bearing Free_Text_Tack_1 ( Free_Text_Tack_2 miles),,,,,,,,,,,,,,,,,,,,,,
,MU12,2,Geographical,,,,,,,,,,,,,,,,,,,,,,
,MU34,1,RED,,,,,,,,,,,,,,,,,,,,,,
,MU34,2,YELLOW,,,,,,,,,,,,,,,,,,,,,,
,MU34,3,WHITE,,,,,,,,,,,,,,,,,,,,,,
,NB18,1,Possible,,,,,,,,,,,,,,,,,,,,,,
,NB18,2,Probable,,,,,,,,,,,,,,,,,,,,,,
,NB18,3,Imminent,,,,,,,,,,,,,,,,,,,,,,
,NB19,1,Liquids,,,,,,,,,,,,,,,,,,,,,,
,NB19,2,Aerosol,,,,,,,,,,,,,,,,,,,,,,
,NB19,3,Vapour,,,,,,,,,,,,,,,,,,,,,,
,PE31,1,D/F,,,,,,,,,,,,,,,,,,,,,,
,PE31,2,Intercept,,,,,,,,,,,,,,,,,,,,,,
,PL1,1,Fuel,,,,,,,,,,,,,,,,,,,,,,
,PL1,2,Guard mail,,,,,,,,,,,,,,,,,,,,,,
,PL1,3,Mail,,,,,,,,,,,,,,,,,,,,,,
,PL1,4,Movies,,,,,,,,,,,,,,,,,,,,,,
,PL1,5,Officer courier mail,,,,,,,,,,,,,,,,,,,,,,
,PL1,6,Personnel,,,,,,,,,,,,,,,,,,,,,,
,PL1,7,Stores,,,,,,,,,,,,,,,,,,,,,,
,PL1,8,Ammunition,,,,,,,,,,,,,,,,,,,,,,
,PL1,9,Missile,,,,,,,,,,,,,,,,,,,,,,
,PL1,10,Water,,,,,,,,,,,,,,,,,,,,,,
,PL1,11,Avgas/Avtur,,,,,,,,,,,,,,,,,,,,,,
,PL4,1,AVCAT,,,,,,,,,,,,,,,,,,,,,,
,PL4,2,Aviation gasoline,,,,,,,,,,,,,,,,,,,,,,
,PL4,3,Burnable oil,,,,,,,,,,,,,,,,,,,,,,
,PL4,4,Diesel oil,,,,,,,,,,,,,,,,,,,,,,
,PL4,5,Gasoline,,,,,,,,,,,,,,,,,,,,,,
,PL4,6,Lubricating oil,,,,,,,,,,,,,,,,,,,,,,
,PL4,7,Feed water,,,,,,,,,,,,,,,,,,,,,,
,PL4,8,Portable water,,,,,,,,,,,,,,,,,,,,,,
,PL4,9,JP-5,,,,,,,,,,,,,,,,,,,,,,
,PL4,10,Distillate fuel,,,,,,,,,,,,,,,,,,,,,,
,PL5,1,AVCAT,,,,,,,,,,,,,,,,,,,,,,
,PL5,2,Aviation gasoline,,,,,,,,,,,,,,,,,,,,,,
,PL5,3,Burnable oi,,,,,,,,,,,,,,,,,,,,,,
,PL5,4,Diesel oil,,,,,,,,,,,,,,,,,,,,,,
,PL5,5,Gasoline,,,,,,,,,,,,,,,,,,,,,,
,PL5,6,Lubricating oi,,,,,,,,,,,,,,,,,,,,,,
,PL5,7,Feed water,,,,,,,,,,,,,,,,,,,,,,
,PL5,8,Portable water,,,,,,,,,,,,,,,,,,,,,,
,PL5,9,JP-5,,,,,,,,,,,,,,,,,,,,,,
,PL5,10,Distillate fuel,,,,,,,,,,,,,,,,,,,,,,
,PL8,1,Ammunition,,,,,,,,,,,,,,,,,,,,,,
,PL8,2,Avgas,,,,,,,,,,,,,,,,,,,,,,
,PL8,3,Diesel,,,,,,,,,,,,,,,,,,,,,,
,PL8,4,Distillate,,,,,,,,,,,,,,,,,,,,,,
,PL8,5,Feed water,,,,,,,,,,,,,,,,,,,,,,
,PL8,6,Fleet Freight,,,,,,,,,,,,,,,,,,,,,,
,PL8,7,General stores,,,,,,,,,,,,,,,,,,,,,,
,PL8,8,JP-4,,,,,,,,,,,,,,,,,,,,,,
,PL8,9,JP-5,,,,,,,,,,,,,,,,,,,,,,
,PL8,10,Lube oil,,,,,,,,,,,,,,,,,,,,,,
,PL8,11,Mail,,,,,,,,,,,,,,,,,,,,,,
,PL8,12,Movies,,,,,,,,,,,,,,,,,,,,,,
,PL8,13,Burnable oi,,,,,,,,,,,,,,,,,,,,,,
,PL8,14,Personnel,,,,,,,,,,,,,,,,,,,,,,
,PL8,15,Portable water,,,,,,,,,,,,,,,,,,,,,,
,PL8,16,Provisions,,,,,,,,,,,,,,,,,,,,,,
,PL8,17,Retrograde,,,,,,,,,,,,,,,,,,,,,,
,PL11,1,Will provide,,,,,,,,,,,,,,,,,,,,,,
,PL11,2,Intend to use your,,,,,,,,,,,,,,,,,,,,,,
,PL11,3,Unable to provide,,,,,,,,,,,,,,,,,,,,,,
,PL11,4,Will vee,,,,,,,,,,,,,,,,,,,,,,
,PL11,5,Unable to veer,,,,,,,,,,,,,,,,,,,,,,
,PR7,1,Positive,,,,,,,,,,,,,,,,,,,,,,
,PR7,2,Advisory,,,,,,,,,,,,,,,,,,,,,,
,PR7,3,Broadcast/Intercept,,,,,,,,,,,,,,,,,,,,,,
,PT28,1,Delay launching (until___),,,,,,,,,,,,,,,,,,,,,,
,PT28,2,Delay launching until further orders,,,,,,,,,,,,,,,,,,,,,,
,PT28,3,Delay launching until weather improves,,,,,,,,,,,,,,,,,,,,,,
,PT28,4,Keep a ready deck,,,,,,,,,,,,,,,,,,,,,,
,PT28,5,Launch,,,,,,,,,,,,,,,,,,,,,,
,PT28,6,Pickup,,,,,,,,,,,,,,,,,,,,,,
,PT28,7,Provide,,,,,,,,,,,,,,,,,,,,,,
,PT28,8,Recall,,,,,,,,,,,,,,,,,,,,,,
,PT28,9,Recover,,,,,,,,,,,,,,,,,,,,,,
,PT28,10,Station,,,,,,,,,,,,,,,,,,,,,,
,PT28,11,Rearm,,,,,,,,,,,,,,,,,,,,,,
,PT28,12,Dearm,,,,,,,,,,,,,,,,,,,,,,
,FLAG 7E,1,Centre missile/aircraf,,,,,,,,,,,,,,,,,,,,,,
,FLAG 7E,2,Left hand missile/aircraft,,,,,,,,,,,,,,,,,,,,,,
,FLAG 7E,3,Missile/aircraft bearing Free_Text_Tack_1,,,,,,,,,,,,,,,,,,,,,,
,FLAG 7E,4,Right hand missile/aircraft,,,,,,,,,,,,,,,,,,,,,,
,FLAG 7E,5,Track identity following DESIG Free_Text_Tack_2,,,,,,,,,,,,,,,,,,,,,,
,SE19,1,Below 3 MHz,,,,,,,,,,,,,,,,,,,,,,
,SE19,2,3 to 30 MH,,,,,,,,,,,,,,,,,,,,,,
,SE19,3,100 t0 156 MHz,,,,,,,,,,,,,,,,,,,,,,
,SE19,4,225 to 400 MHz,,,,,,,,,,,,,,,,,,,,,,
,SE19,5,Frequency band from Table E,,,,,,,,,,,,,,,,,,,,,,
,TD4,1,All boats,,,,,,,,,,,,,,,,,,,,,,
,TD4,2,All pulling boats,,,,,,,,,,,,,,,,,,,,,,
,TD4,3,All power boats,,,,,,,,,,,,,,,,,,,,,,
,TD4,4,All sailing boats,,,,,,,,,,,,,,,,,,,,,,
,TD4,5,___boat(s) indicated by DESIG following signal,,,,,,,,,,,,,,,,,,,,,,
,TD5,1,Admiral's barge,,,,,,,,,,,,,,,,,,,,,,
,TD5,2,Armed boat,,,,,,,,,,,,,,,,,,,,,,
,TD5,3,Captain's boat,,,,,,,,,,,,,,,,,,,,,,
,TD5,4,Diving boat,,,,,,,,,,,,,,,,,,,,,,
,TD5,5,Guard boat,,,,,,,,,,,,,,,,,,,,,,
,TD5,6,Helicopter,,,,,,,,,,,,,,,,,,,,,,
,TD5,7,Hospital boat,,,,,,,,,,,,,,,,,,,,,,
,TD5,8,Liberty launch,,,,,,,,,,,,,,,,,,,,,,
,TD5,9,Motor boa,,,,,,,,,,,,,,,,,,,,,,
,TD5,10,Vehicle,,,,,,,,,,,,,,,,,,,,,,
,TD5,11,Life Boat,,,,,,,,,,,,,,,,,,,,,,
,TD5,12,Crash Boat,,,,,,,,,,,,,,,,,,,,,,
,TD5,13,Sea Boat,,,,,,,,,,,,,,,,,,,,,,
,TD5,14,Gemini/Inflatable,,,,,,,,,,,,,,,,,,,,,,
,TD12,1,Admiral's flags,,,,,,,,,,,,,,,,,,,,,,
,TD12,2,Ensign,,,,,,,,,,,,,,,,,,,,,,
,TD12,3,Jack,,,,,,,,,,,,,,,,,,,,,,
,TD12,4,Masthead flags,,,,,,,,,,,,,,,,,,,,,,
,TD17,1,No injury,,,,,,,,,,,,,,,,,,,,,,
,TD17,2,Cranial/neck,,,,,,,,,,,,,,,,,,,,,,
,TD17,3,Thoracic nonpenetrating,,,,,,,,,,,,,,,,,,,,,,
,TD17,4,Thoracic penetrating,,,,,,,,,,,,,,,,,,,,,,
,TD17,5,Abdominal,,,,,,,,,,,,,,,,,,,,,,
,TD17,6,Pelvic,,,,,,,,,,,,,,,,,,,,,,
,TD17,7,Soft tissue wounds,,,,,,,,,,,,,,,,,,,,,,
,TD17,8,"Fracture, simple (closed)",,,,,,,,,,,,,,,,,,,,,,
,TD17,9,"Fracture, compound (open",,,,,,,,,,,,,,,,,,,,,,
,TD29,1,Officer,,,,,,,,,,,,,,,,,,,,,,
,TD29,2,Ratings,,,,,,,,,,,,,,,,,,,,,,
,TK36,1,Blue riding,,,,,,,,,,,,,,,,,,,,,,
,TK36,2,Blue stem,,,,,,,,,,,,,,,,,,,,,,
,TK36,3,Dimmed navigation,,,,,,,,,,,,,,,,,,,,,,
,TK36,4,Dimmed riding,,,,,,,,,,,,,,,,,,,,,,
,TK36,5,Float,,,,,,,,,,,,,,,,,,,,,,
,TK36,6,Mine sweep station keeping,,,,,,,,,,,,,,,,,,,,,,
,TK36,7,Modified darken ship (Vol. I Chapter 9),,,,,,,,,,,,,,,,,,,,,,
,TK36,8,Navigation,,,,,,,,,,,,,,,,,,,,,,
,TK36,9,Red truck,,,,,,,,,,,,,,,,,,,,,,
,TK36,10,Riding,,,,,,,,,,,,,,,,,,,,,,
,TK36,11,Shaded (screened stern),,,,,,,,,,,,,,,,,,,,,,
,TK36,12,Side,,,,,,,,,,,,,,,,,,,,,,
,TK36,13,Special,,,,,,,,,,,,,,,,,,,,,,
,TK36,14,Task,,,,,,,,,,,,,,,,,,,,,,
,TP11,1,North,,,,,,,,,,,,,,,,,,,,,,
,TP11,2,East,,,,,,,,,,,,,,,,,,,,,,
,TP11,3,South,,,,,,,,,,,,,,,,,,,,,,
,TP11,4,West,,,,,,,,,,,,,,,,,,,,,,
,TP13,1,North,,,,,,,,,,,,,,,,,,,,,,
,TP13,2,East,,,,,,,,,,,,,,,,,,,,,,
,TP13,3,South,,,,,,,,,,,,,,,,,,,,,,
,TP13,4,West,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
